"Series";"Time";"Value"
"js3-node1";"2018-08-10T12:55:40-04:00";null
"js3-node1";"2018-08-10T12:56:00-04:00";null
"js3-node1";"2018-08-10T12:56:20-04:00";null
"js3-node1";"2018-08-10T12:56:40-04:00";null
"js3-node1";"2018-08-10T12:57:00-04:00";0
"js3-node1";"2018-08-10T12:57:20-04:00";null
"js3-node1";"2018-08-10T12:57:40-04:00";null
"js3-node1";"2018-08-10T12:58:00-04:00";null
"js3-node1";"2018-08-10T12:58:20-04:00";null
"js3-node1";"2018-08-10T12:58:40-04:00";null
"js3-node1";"2018-08-10T12:59:00-04:00";null
"js3-node1";"2018-08-10T12:59:20-04:00";null
"js3-node1";"2018-08-10T12:59:40-04:00";null
"js3-node1";"2018-08-10T13:00:00-04:00";0
"js3-node1";"2018-08-10T13:00:20-04:00";null
"js3-node1";"2018-08-10T13:00:40-04:00";null
"js3-node1";"2018-08-10T13:01:00-04:00";null
"js3-node1";"2018-08-10T13:01:20-04:00";null
"js3-node1";"2018-08-10T13:01:40-04:00";null
"js3-node1";"2018-08-10T13:02:00-04:00";null
"js3-node1";"2018-08-10T13:02:20-04:00";null
"js3-node1";"2018-08-10T13:02:40-04:00";null
"js3-node1";"2018-08-10T13:03:00-04:00";0
"js3-node1";"2018-08-10T13:03:20-04:00";null
"js3-node1";"2018-08-10T13:03:40-04:00";null
"js3-node1";"2018-08-10T13:04:00-04:00";null
"js3-node1";"2018-08-10T13:04:20-04:00";null
"js3-node1";"2018-08-10T13:04:40-04:00";null
"js3-node1";"2018-08-10T13:05:00-04:00";null
"js3-node1";"2018-08-10T13:05:20-04:00";null
"js3-node1";"2018-08-10T13:05:40-04:00";null
"js3-node1";"2018-08-10T13:06:00-04:00";0
"js3-node1";"2018-08-10T13:06:20-04:00";null
"js3-node1";"2018-08-10T13:06:40-04:00";null
"js3-node1";"2018-08-10T13:07:00-04:00";null
"js3-node1";"2018-08-10T13:07:20-04:00";null
"js3-node1";"2018-08-10T13:07:40-04:00";null
"js3-node1";"2018-08-10T13:08:00-04:00";null
"js3-node1";"2018-08-10T13:08:20-04:00";null
"js3-node1";"2018-08-10T13:08:40-04:00";null
"js3-node1";"2018-08-10T13:09:00-04:00";0
"js3-node1";"2018-08-10T13:09:20-04:00";null
"js3-node1";"2018-08-10T13:09:40-04:00";null
"js3-node1";"2018-08-10T13:10:00-04:00";null
"js3-node1";"2018-08-10T13:10:20-04:00";null
