"Series";"Time";"Value"
"js3-node1";"2018-08-04T22:58:00-04:00";null
"js3-node1";"2018-08-04T22:58:30-04:00";null
"js3-node1";"2018-08-04T22:59:00-04:00";null
"js3-node1";"2018-08-04T22:59:30-04:00";null
"js3-node1";"2018-08-04T23:00:00-04:00";null
"js3-node1";"2018-08-04T23:00:30-04:00";0
"js3-node1";"2018-08-04T23:01:00-04:00";null
"js3-node1";"2018-08-04T23:01:30-04:00";null
"js3-node1";"2018-08-04T23:02:00-04:00";null
"js3-node1";"2018-08-04T23:02:30-04:00";null
"js3-node1";"2018-08-04T23:03:00-04:00";null
"js3-node1";"2018-08-04T23:03:30-04:00";0
"js3-node1";"2018-08-04T23:04:00-04:00";null
"js3-node1";"2018-08-04T23:04:30-04:00";null
"js3-node1";"2018-08-04T23:05:00-04:00";null
"js3-node1";"2018-08-04T23:05:30-04:00";null
"js3-node1";"2018-08-04T23:06:00-04:00";null
"js3-node1";"2018-08-04T23:06:30-04:00";0
"js3-node1";"2018-08-04T23:07:00-04:00";null
"js3-node1";"2018-08-04T23:07:30-04:00";null
"js3-node1";"2018-08-04T23:08:00-04:00";null
"js3-node1";"2018-08-04T23:08:30-04:00";null
"js3-node1";"2018-08-04T23:09:00-04:00";null
"js3-node1";"2018-08-04T23:09:30-04:00";0
"js3-node1";"2018-08-04T23:10:00-04:00";null
"js3-node1";"2018-08-04T23:10:30-04:00";null
"js3-node1";"2018-08-04T23:11:00-04:00";null
"js3-node1";"2018-08-04T23:11:30-04:00";null
"js3-node1";"2018-08-04T23:12:00-04:00";null
"js3-node1";"2018-08-04T23:12:30-04:00";0
"js3-node1";"2018-08-04T23:13:00-04:00";null
"js3-node1";"2018-08-04T23:13:30-04:00";null
"js3-node1";"2018-08-04T23:14:00-04:00";null
"js3-node1";"2018-08-04T23:14:30-04:00";null
"js3-node1";"2018-08-04T23:15:00-04:00";null
"js3-node1";"2018-08-04T23:15:30-04:00";0
"js3-node1";"2018-08-04T23:16:00-04:00";null
"js3-node1";"2018-08-04T23:16:30-04:00";null
"js3-node1";"2018-08-04T23:17:00-04:00";null
"js3-node1";"2018-08-04T23:17:30-04:00";null
"js3-node1";"2018-08-04T23:18:00-04:00";null
"js3-node1";"2018-08-04T23:18:30-04:00";0
"js3-node1";"2018-08-04T23:19:00-04:00";null
"js3-node1";"2018-08-04T23:19:30-04:00";null
"js3-node1";"2018-08-04T23:20:00-04:00";null
"js3-node1";"2018-08-04T23:20:30-04:00";null
"js3-node1";"2018-08-04T23:21:00-04:00";null
"js3-node1";"2018-08-04T23:21:30-04:00";0.02
"js3-node1";"2018-08-04T23:22:00-04:00";null
"js3-node1";"2018-08-04T23:22:30-04:00";null
"js3-node1";"2018-08-04T23:23:00-04:00";null
"js3-node1";"2018-08-04T23:23:30-04:00";null
"js3-node1";"2018-08-04T23:24:00-04:00";null
"js3-node1";"2018-08-04T23:24:30-04:00";0
"js3-node1";"2018-08-04T23:25:00-04:00";null
"js3-node1";"2018-08-04T23:25:30-04:00";null
"js3-node1";"2018-08-04T23:26:00-04:00";null
"js3-node1";"2018-08-04T23:26:30-04:00";null
"js3-node1";"2018-08-04T23:27:00-04:00";null
"js3-node1";"2018-08-04T23:27:30-04:00";0
"js3-node1";"2018-08-04T23:28:00-04:00";null
"js3-node1";"2018-08-04T23:28:30-04:00";null
"js3-node1";"2018-08-04T23:29:00-04:00";null
"js3-node1";"2018-08-04T23:29:30-04:00";null
"js3-node1";"2018-08-04T23:30:00-04:00";null
"js3-node1";"2018-08-04T23:30:30-04:00";0.01
"js3-node1";"2018-08-04T23:31:00-04:00";null
"js3-node1";"2018-08-04T23:31:30-04:00";null
"js3-node1";"2018-08-04T23:32:00-04:00";null
"js3-node1";"2018-08-04T23:32:30-04:00";null
"js3-node1";"2018-08-04T23:33:00-04:00";null
"js3-node1";"2018-08-04T23:33:30-04:00";0
"js3-node1";"2018-08-04T23:34:00-04:00";null
"js3-node1";"2018-08-04T23:34:30-04:00";null
"js3-node1";"2018-08-04T23:35:00-04:00";null
"js3-node1";"2018-08-04T23:35:30-04:00";null
"js3-node1";"2018-08-04T23:36:00-04:00";null
"js3-node1";"2018-08-04T23:36:30-04:00";0
"js3-node1";"2018-08-04T23:37:00-04:00";null
